vendornumber,vendorname,description,brand,purchaseprice,volume,actual_price,total_purchase_quantity,total_purchase_dollars,totalsalesdollars,totalsalesprice,totalsalesquantity,totalexcisetax,freightcost,grossprofit,profitmargin,stockturnover,salestopurchaseratio,profit_per_unit,freight_burden,unitpurchaseprice,ordersize,unsold_inventory_value
1128,BROWN-FORMAN CORP,Jack Daniels No 7 Black,1233,26.27,1750.0,36.99,145080.0,3811251.600000019,5101919.50999971,672819.3099999531,142049.0,260999.19999999,68601.68000000001,1290667.909999691,25.29769251494453,0.9791080783016268,1.3386467348415634,9.086075297958388,0.05315207689638494,26.27000000000013,large,79624.3700000004
4425,MARTIGNETTI COMPANIES,Tito's Handmade Vodka,3405,23.19,1750.0,28.99,164038.0,3804041.21999998,4819073.48999978,561512.3699999776,160247.0,294438.65999999223,144929.24,1015032.2699998002,21.062809523576004,0.9768895012131336,1.2668299871892044,6.334173307455368,0.14278288906029413,23.18999999999988,large,87913.28999999954
17035,PERNOD RICARD USA,Absolut 80 Proof,8068,18.24,1750.0,24.99,187407.0,3418303.679999982,4538120.599999773,461140.1500000105,187140.0,343854.0699999941,123780.21999999996,1119816.9199997913,24.675785830809502,0.9985752933454992,1.3275943347431898,5.983845890775843,0.11053612227972322,18.239999999999903,large,4870.079999999974
3960,DIAGEO NORTH AMERICA INC,Capt Morgan Spiced Rum,4261,16.17,1750.0,22.99,201682.0,3261197.940000003,4475972.879999821,420050.0100000282,200412.0,368242.7999999954,257032.0700000001,1214774.939999818,27.139908408021157,0.9937029581221924,1.3724934709114334,6.061388240224229,0.21158822225953935,16.170000000000016,large,20535.90000000002
3960,DIAGEO NORTH AMERICA INC,Ketel One Vodka,3545,21.89,1750.0,29.99,138109.0,3023206.010000011,4223107.619999796,545778.279999983,135838.0,249587.82999999012,257032.0700000001,1199901.6099997852,28.41276420040281,0.983556466269396,1.396897070868082,8.833328008361322,0.21421095517993854,21.89000000000008,large,49712.19000000018
480,BACARDI USA INC,Grey Goose Vodka,3858,17.77,750.0,23.99,138809.0,2466635.929999988,3383912.399999831,446932.09000001673,141860.0,111699.19000000408,89286.26999999999,917276.4699998428,27.10698036981952,1.0219798428055815,1.3718734730341202,6.466068447764294,0.09733845020576544,17.769999999999914,large,-54216.26999999974
17035,PERNOD RICARD USA,Jameson Irish Whiskey,2589,30.76,1750.0,39.99,70783.0,2177285.080000016,2773367.729999868,614529.3399999706,69627.0,127931.66999999149,123780.21999999996,596082.6499998523,21.493098212398998,0.9836683949535906,1.2737733590678204,8.561084780327349,0.20765613627578428,30.760000000000225,large,35558.56000000026
3960,DIAGEO NORTH AMERICA INC,Smirnoff Traveler,3102,12.94,1750.0,17.99,161386.0,2088334.8400000045,2592041.3499999167,292586.2900000213,148265.0,272422.5999999941,257032.0700000001,503706.5099999122,19.43281151745239,0.9186980283295948,1.2412000701955972,3.3973392911335254,0.5102814136748896,12.940000000000028,large,169785.74000000037
3960,DIAGEO NORTH AMERICA INC,Tanqueray,3489,20.73,1750.0,27.99,91835.0,1903739.550000009,2640491.189999863,503661.01999999554,90481.0,166244.43999998952,257032.0700000001,736751.6399998541,27.90206772096416,0.9852561659498013,1.3870023291788265,8.14261159801344,0.3488720703764582,20.730000000000096,large,28068.42000000013
12546,JIM BEAM BRANDS COMPANY,Jim Beam,1376,16.29,1750.0,21.99,108866.0,1773427.1399999943,2435393.38999987,426902.7800000242,107061.0,196707.3499999887,123880.97,661966.2499998759,27.18108099980969,0.9834199842007606,1.3732694933268463,6.183075536375299,0.18714091541679537,16.28999999999995,large,29403.44999999991
17035,PERNOD RICARD USA,Jameson Irish Whiskey,2585,16.42,750.0,22.99,93205.0,1530426.0999999996,2148965.529999881,436011.6400000211,91247.0,71840.57000000261,123780.21999999996,618539.4299998814,28.783124780969175,0.9789925433184916,1.4041615795757023,6.778737163960256,0.2001169432319354,16.419999999999995,large,32150.35999999999
3960,DIAGEO NORTH AMERICA INC,Johnnie Walker Red Label,2757,22.38,1750.0,29.99,66942.0,1498161.9600000184,1840615.6699999112,442856.200000014,61433.0,112875.18999999424,257032.0700000001,342453.70999989286,18.605389249995323,0.917704878850348,1.2285825692703405,5.574425959987187,0.7505600391950215,22.380000000000273,large,123291.4200000015
480,BACARDI USA INC,Dewars White Label,2663,21.42,1750.0,29.99,69001.0,1478001.4200000004,2189368.7799998857,495957.8299999963,70122.0,128839.07999999305,89286.26999999999,711367.3599998853,32.49189293728407,1.01624614136027,1.4813035700600918,10.14471007672179,0.12551358836595256,21.420000000000005,large,-24011.820000000007
10000,MAJESTIC FINE WINES,Kendall Jackson Chard Vt RSV,6570,6.77,750.0,10.99,215668.0,1460072.3599999945,2326007.7799999258,189608.95999999123,214238.0,24083.77000000007,17587.59,865935.4199999312,37.228397404584726,0.9933694382105828,1.5930770581808251,4.041931963516889,0.020310509991612765,6.769999999999975,large,9681.099999999964
9165,ULTRA BEVERAGE COMPANY LLP,Patron Silver Tequila,3650,33.81,750.0,48.99,42951.0,1452173.3099999833,2009508.6099999044,662320.0399999667,41639.0,32783.090000000295,68054.70000000003,557335.2999999211,27.734904803415976,0.969453563362902,1.3837939288389258,13.384934796703117,0.12210728443005432,33.80999999999961,large,44358.71999999949
3960,DIAGEO NORTH AMERICA INC,Johnnie Walker Black Label,2753,44.77,1750.0,59.99,31596.0,1414552.9199999943,1739044.2799999537,507291.4299999968,28372.0,52133.720000000685,257032.0700000001,324491.35999995936,18.659177556995157,0.897961767312318,1.2293949949924536,11.437028055828259,0.7921075926336907,44.76999999999982,large,144338.47999999943
17035,PERNOD RICARD USA,Kahlua,5364,23.07,1750.0,29.99,60645.0,1399080.1500000097,1844950.2899998943,504735.0599999952,59771.0,109817.0699999934,123780.21999999996,445870.1399998847,24.167054387135288,0.9855882595432436,1.3186880608661924,7.459639959175599,0.27761495757493865,23.07000000000016,large,20163.18000000014
3960,DIAGEO NORTH AMERICA INC,Baileys Irish Cream,8082,21.73,1750.0,33.99,64249.0,1396130.7700000089,2068091.1599999047,494487.6499999953,65184.0,119767.4899999946,257032.0700000001,671960.3899998963,32.49181675337402,1.0145527556849134,1.4813018983887103,10.308670686056336,0.3825107459087578,21.73000000000014,large,-20317.55000000013
3960,DIAGEO NORTH AMERICA INC,Crown Royal,8680,28.88,1750.0,39.99,47546.0,1373128.480000021,1884307.339999901,596574.9299999741,47966.0,88129.7999999969,257032.0700000001,511178.85999988,27.128210411784888,1.0088335506667228,1.3722731466467524,10.657108368425135,0.5028221824354403,28.88000000000044,large,-12129.600000000184
3960,DIAGEO NORTH AMERICA INC,Capt Morgan Original Barrel,4260,16.66,1750.0,21.99,79078.0,1317439.48,1635666.5799999926,121065.25000000116,79042.0,145234.94999999873,257032.0700000001,318227.09999999264,19.45549929864032,0.99954475328157,1.2415496915273805,4.026050707218854,0.8077001298758215,16.66,large,599.76
480,BACARDI USA INC,Bombay Sapphire Gin,3348,22.38,1750.0,29.99,57349.0,1283470.6200000157,1766391.1199999205,460087.9500000083,56888.0,104524.53999999574,89286.26999999999,482920.4999999048,27.33938676049993,0.9919614988927444,1.3762614371335582,8.48896955421011,0.18488813376118346,22.380000000000273,large,10317.180000000126
480,BACARDI USA INC,Grey Goose Vodka,3857,38.27,1750.0,49.99,33388.0,1277758.7599999912,1699669.5499999318,589137.7899999821,32945.0,60533.43000000008,89286.26999999999,421910.7899999407,24.82310693863743,0.9867317599137416,1.3301959675079384,12.806519653966937,0.21162357568530668,38.26999999999973,large,16953.60999999988
8664,"STOLI GROUP,(USA) LLC",Stolichnaya,8112,19.52,1750.0,24.99,61936.0,1208990.7199999904,1528730.2699999309,392353.54000003054,61323.0,112669.4499999934,18544.49,319739.54999994044,20.91536723479381,0.990102686644278,1.2644681590276747,5.214023286530999,0.0579987367843717,19.519999999999847,large,11965.759999999906
480,BACARDI USA INC,Grey Goose Vodka,126,20.14,1000.0,32.99,59878.0,1205942.920000006,1736610.8699999526,294049.49000001245,58013.0,60913.64999999905,89286.26999999999,530667.9499999466,30.557677552712835,0.9688533351147331,1.440044003077645,9.147397135123965,0.1682526144644857,20.1400000000001,large,37561.10000000019
12546,JIM BEAM BRANDS COMPANY,Pinnacle Vodka,3512,11.76,1750.0,16.99,101480.0,1193404.8000000007,1624366.619999945,306439.9400000272,98938.0,181782.1299999902,123880.97,430961.8199999442,26.5310684603922,0.9749507292077256,1.3611195631188544,4.355877620327318,0.28745230842030517,11.760000000000007,large,29893.920000000016
12546,JIM BEAM BRANDS COMPANY,Canadian Club,2120,12.21,1750.0,16.99,97473.0,1190145.3300000024,1554498.39999994,307670.2000000274,94960.0,174471.92999998934,123880.97,364353.06999993767,23.43862624753758,0.974218501533758,1.3061416625479991,3.8369110151636234,0.3400025420398439,12.210000000000024,large,30683.73000000006
7245,PROXIMO SPIRITS INC.,Jose Cuervo Especial,8159,19.69,1750.0,25.99,59088.0,1163442.720000018,1549701.899999925,431497.8100000201,58610.0,107685.0299999933,38994.78000000001,386259.17999990704,24.92474068722028,0.9919103709721094,1.3319967312184489,6.5903289541018095,0.10095495982777522,19.690000000000303,large,9411.820000000145
480,BACARDI USA INC,Bacardi Superior Rum,4243,14.49,1750.0,19.99,76389.0,1106876.6100000034,1657809.5899999416,342678.8500000286,77041.0,141551.60999999254,89286.26999999999,550932.9799999383,33.23258493153956,1.0085352603123487,1.4977365814965922,7.151166002517338,0.16206375955204205,14.490000000000045,large,-9447.480000000029
8112,MOET HENNESSY USA INC,Veuve Clicquot Brut Yellow,6654,27.2,750.0,39.99,40380.0,1098336.000000001,1584665.4099999592,349562.06000001373,38506.0,4316.359999999956,48347.26,486329.40999995824,30.689722065680147,0.9535908865775136,1.4427874621244845,12.62996442112809,0.09941257716658376,27.200000000000024,large,50972.80000000005
3960,DIAGEO NORTH AMERICA INC,Baileys Irish Cream,8512,14.72,750.0,19.99,72952.0,1073853.4400000095,1456174.779999928,340626.1300000315,73122.0,57570.69000000221,257032.0700000001,382321.3399999186,26.25518208740969,1.0023302993749317,1.3560274854638592,5.228540521319419,0.6722932860615493,14.72000000000013,large,-2502.4000000000224
7245,PROXIMO SPIRITS INC.,Three Olives Vodka,3802,13.43,1750.0,18.99,77066.0,1034996.3799999948,1408627.779999951,331726.6300000295,74722.0,137288.57999999067,38994.78000000001,373631.3999999561,26.52449463973862,0.9695845119767472,1.36099778435936,5.000286394903189,0.10436697772190613,13.429999999999932,large,31479.919999999842
11567,CAMPARI AMERICA,Skyy Vodka,3826,15.74,1750.0,19.99,65382.0,1029112.6800000062,1327401.119999946,352821.78000003216,64388.0,118298.36999999249,20964.81,298288.4399999399,22.47161280080523,0.9847970389403812,1.289850126032786,4.632671305211217,0.07028368246521463,15.740000000000094,large,15645.560000000094
8112,MOET HENNESSY USA INC,Moet & Chandon Nectar Imp Rs,42188,34.01,750.0,52.99,29829.0,1014484.2899999984,1533634.51999999,132343.67,29498.0,3314.230000000002,48347.26,519150.2299999916,33.85097448119484,0.9889034161386572,1.5117380674273353,17.59950606820773,0.09312768675841825,34.00999999999995,large,11257.309999999983
17035,PERNOD RICARD USA,Beefeater,3423,21.25,1750.0,26.99,46163.0,980963.75,1177834.3799999482,367508.010000026,44762.0,82244.15999999744,123780.21999999996,196870.6299999482,16.714627569281586,0.9696510192145223,1.2006910347094355,4.398164291138649,0.6287388829914982,21.25,large,29771.25
8004,SAZERAC CO INC,Fireball Cinnamon Whisky,5138,11.1,750.0,13.99,87954.0,976289.4000000018,1174428.3599999554,257643.3100000131,84289.0,66360.95000000234,50293.62000000002,198138.95999995363,16.871098037854022,0.9583304909384452,1.2029510511944033,2.3507095825072506,0.25383003928158193,11.100000000000021,large,40681.50000000008
17035,PERNOD RICARD USA,Malibu Rum,5734,15.82,1750.0,21.99,61639.0,975128.9800000011,1293182.9799999434,315290.1800000225,60102.0,110429.4499999938,123780.21999999996,318053.99999994226,24.59466331670683,0.9750644883920896,1.3261660831779831,5.291903763600916,0.38917988769209766,15.820000000000018,large,24315.34000000003
480,BACARDI USA INC,Bacardi Superior Rum Trav,4227,14.17,1750.0,17.99,68294.0,967725.9800000002,1323223.5299999814,177578.64999999484,75147.0,138074.08999999613,89286.26999999999,355497.5499999812,26.866023913585195,1.100345564764108,1.367353525013332,4.730695170798318,0.2511586085473858,14.170000000000003,large,-97107.01000000002
4425,MARTIGNETTI COMPANIES,Tito's Handmade Vodka,3505,13.76,750.0,18.99,69299.0,953554.2399999948,1355204.9699999487,331321.5900000299,70603.0,55584.910000001735,144929.24,401650.729999954,29.63763702843926,1.0188170103464695,1.4212143506382564,5.6888620880126055,0.3608340012229446,13.759999999999923,large,-17943.0399999999
1128,BROWN-FORMAN CORP,Jack Daniels No 7 Black,1232,15.93,750.0,22.99,52932.0,843206.7599999958,1255188.9399999392,394500.86000002816,53206.0,41888.06000000152,68601.68000000001,411982.17999994336,32.822323944310995,1.0051764528073754,1.4885897499208207,7.743152651955482,0.16651613426583023,15.929999999999922,large,-4364.819999999979
12546,JIM BEAM BRANDS COMPANY,Makers Mark,1385,20.45,750.0,26.99,41048.0,839431.6000000008,1034144.8499999576,396827.6500000283,37615.0,29615.600000000217,123880.97,194713.2499999568,18.828431046189014,0.9163662054180473,1.2319584466440825,5.176478798350574,0.6362225991298871,20.45000000000002,large,70204.85000000006
8004,SAZERAC CO INC,Fireball Cinnamon Whisky,5103,17.14,1750.0,23.99,44198.0,757553.7200000011,1093841.669999963,364814.6400000287,43533.0,79984.57999999766,50293.62000000002,336287.94999996177,30.743750144385444,0.984954070319924,1.4439130072517643,7.724897204418758,0.14955522491961348,17.140000000000025,large,11398.100000000017
17035,PERNOD RICARD USA,The Glenlivet 12 Yr Single,8000,53.96,1750.0,67.99,13759.0,742435.6400000013,910688.8999999822,453044.280000005,13210.0,24275.310000000605,123780.21999999996,168253.25999998092,18.47538275694194,0.960098844392761,1.226623360915137,12.736809992428533,0.7356779892408266,53.96000000000009,large,29624.04000000005
3960,DIAGEO NORTH AMERICA INC,Crown Royal,2432,17.59,750.0,22.99,41893.0,736897.8699999952,967005.9399999728,361149.7900000304,41506.0,32678.12000000028,257032.0700000001,230108.0699999776,23.79593138796894,0.990762179839114,1.3122658910657172,5.543971233074196,1.1170058920576975,17.589999999999886,large,6807.329999999956
17035,PERNOD RICARD USA,Kahlua,5365,14.84,750.0,18.99,48583.0,720971.7199999923,932815.849999975,323296.7600000278,48615.0,38272.73000000125,123780.21999999996,211844.12999998263,22.71017693363469,1.0006586666117778,1.293831400210795,4.357587781548547,0.5842985595117037,14.839999999999842,large,-474.87999999999494
3960,DIAGEO NORTH AMERICA INC,Smirnoff 80 Proof,3876,13.95,1750.0,19.99,50962.0,710919.9000000011,1210481.3399999558,298050.9600000209,64266.0,118078.44999999325,257032.0700000001,499561.4399999548,41.26965228559186,1.2610572583493584,1.7026972236956006,7.7733395574635855,0.5145154317755657,13.95000000000002,large,-185590.80000000028
1392,CONSTELLATION BRANDS INC,Svedka Vodka,3913,14.28,1750.0,17.99,48481.0,692308.67999999,875307.9499999877,271014.4300000139,47805.0,87832.82999999676,79528.99,182999.2699999977,20.906844271207664,0.9860563932262124,1.2643319017753762,3.8280361886831438,0.4345863784046844,14.279999999999795,large,9653.27999999986
8004,SAZERAC CO INC,Platinum 7X Distilled Vodka,3522,9.62,1750.0,12.99,71899.0,691668.3800000013,914148.4899999928,232302.78000000404,70351.0,129253.36999999222,50293.62000000002,222480.1099999915,24.33741481102192,0.9784697979109584,1.321657193581686,3.1624299583515727,0.2260589497191544,9.620000000000019,large,14891.76000000003
1392,CONSTELLATION BRANDS INC,Black Velvet Canadian Whisky,2114,9.41,1750.0,12.99,73227.0,689066.0700000033,948838.5699999832,229797.4300000036,72043.0,132364.7099999912,79528.99,259772.49999997983,27.37794480677408,0.9838311005503436,1.376992151129976,3.6057979262382167,0.3061486108037078,9.410000000000045,large,11141.440000000053
4425,MARTIGNETTI COMPANIES,Josh Cellars Cab Svgn Sonoma,11219,8.44,750.0,12.99,80030.0,675453.1999999961,1095045.0399999823,199092.26999999263,78392.0,8799.819999999876,144929.24,419591.83999998623,38.31731341388414,0.9795326752467824,1.6212004621489522,5.352482906418847,0.3454052871953009,8.439999999999952,large,13824.719999999921
9552,M S WALKER INC,Zhenka 80 Proof,3893,7.93,1750.0,9.99,81447.0,645874.7099999941,816412.7700000051,171058.7699999921,81723.0,150149.62999999165,55551.81999999999,170538.060000011,20.888705599253417,1.0033887067663634,1.264042015207582,2.0867816893654294,0.3257444115407224,7.929999999999928,large,-2188.6799999999803
1128,BROWN-FORMAN CORP,Jack Daniels No 7 Black,811,19.84,1000.0,29.99,32554.0,645871.3599999964,937915.3599999858,253234.7000000057,32064.0,33667.200000000026,68601.68000000001,292043.9999999894,31.137564481297524,0.9849480862566812,1.4521705374890614,9.1081586826344,0.23490186410267802,19.83999999999989,large,9721.599999999946
3960,DIAGEO NORTH AMERICA INC,Seagrams VO,2443,13.48,1750.0,16.99,47654.0,642375.9200000028,902489.5399999792,273169.260000014,47446.0,87173.56999999694,257032.0700000001,260113.6199999764,28.821787784929047,0.9956352037604398,1.404924300400263,5.482308729924048,0.9881530617274998,13.480000000000059,large,2803.8400000000124
660,SAZERAC NORTH AMERICA INC.,Canadian Ltd,2127,7.19,1750.0,10.49,86887.0,624717.5300000084,899110.5499999878,183132.55999999016,86195.0,158367.20999998943,17932.329999999994,274393.0199999794,30.518273865208577,0.9920356324881744,1.4392273416754862,3.183398340970815,0.06535271924920444,7.190000000000097,large,4975.480000000067
1392,CONSTELLATION BRANDS INC,R M Woodbridge Chard Cal,6682,6.03,1500.0,8.99,101547.0,612328.4099999935,1016328.6099999804,161300.34999999433,101339.0,22776.05000000006,79528.99,404000.1999999869,39.750942364989086,0.9979516873959842,1.659776997771492,3.9866211428964853,0.1968538381911756,6.029999999999936,large,1254.2399999999868
3960,DIAGEO NORTH AMERICA INC,Ciroc Apple Vodka,3798,19.83,750.0,28.99,30830.0,611358.9000000007,748067.5299999933,157601.67999999787,29647.0,23348.149999999943,257032.0700000001,136708.62999999255,18.274904940733595,0.9616282841388258,1.2236143613841106,4.61121293891431,1.8801451671340288,19.830000000000023,large,23458.89000000003
3960,DIAGEO NORTH AMERICA INC,Capt Morgan Spiced Rum,4262,11.19,750.0,13.99,54552.0,610436.8799999935,862422.8999999879,241540.93000000663,55710.0,43861.6400000014,257032.0700000001,251986.01999999443,29.21838230408747,1.0212274527056753,1.412796192785726,4.52317393645655,1.0200251188538387,11.18999999999988,large,-12958.019999999862
1128,BROWN-FORMAN CORP,Jack Daniels Tennessee Honey,2015,18.1,750.0,22.99,33715.0,610241.5000000021,771010.3099999937,303753.150000018,32969.0,25959.90999999943,68601.68000000001,160768.80999999156,20.85170689870449,0.9778733501408868,1.263451125497022,4.8763629470105725,0.4267101311504614,18.100000000000062,large,13502.600000000046
12546,JIM BEAM BRANDS COMPANY,Makers Mark,1737,34.3,1750.0,51.99,17537.0,601519.0999999973,823521.1099999867,432234.78000001016,16089.0,29564.92000000089,123880.97,222002.00999998944,26.957658681025556,0.917431715800878,1.3690689289832865,13.798372179749483,0.5580173350682991,34.29999999999985,large,49666.39999999978
4425,MARTIGNETTI COMPANIES,Oyster Bay Svgn Bl Marlboro,38370,6.59,750.0,9.95,91140.0,600612.599999998,890334.4099999954,124833.97999999949,90267.0,10138.879999999845,144929.24,289721.8099999974,32.54078543364385,0.9904213298222516,1.482377176236393,3.2096093810583866,0.500235864189863,6.589999999999978,large,5753.069999999981
6785,PALM BAY INTERNATIONAL INC,Cavit Pinot Grigio,6937,6.75,1500.0,9.99,88752.0,599076.0,945345.019999989,164272.28999999503,87974.0,19771.26999999981,13605.409999999998,346269.01999998896,36.62885112569726,0.9912340003605552,1.5780051612816888,3.936038147634403,0.03929144455371847,6.75,large,5251.5
8112,MOET HENNESSY USA INC,Hennessy Privilege VSOP,4689,33.33,750.0,45.99,17838.0,594540.5400000007,858571.9499999937,177136.36999999813,18005.0,14178.849999999957,48347.26,264031.40999999293,30.75239180595113,1.009362036102702,1.4440931984217469,14.664338239377559,0.18311177446653523,33.33000000000004,large,-5566.110000000007
4425,MARTIGNETTI COMPANIES,Tito's Handmade Vodka,3040,16.54,1000.0,23.99,35922.0,594149.8800000015,842326.9899999916,253126.1800000069,34901.0,36646.04999999982,144929.24,248177.1099999901,29.463274114010357,0.9715773063860588,1.4177011867779716,7.1108882266980915,0.5839750491091051,16.540000000000042,large,16887.340000000044
17035,PERNOD RICARD USA,Absolut 80 Proof,3625,12.59,750.0,16.99,45969.0,578749.7099999948,785296.9399999912,270297.4200000144,44406.0,34961.130000000834,123780.21999999996,206547.2299999964,26.301799928062717,0.9659988252953076,1.356885241463012,4.651336080709733,0.599282885565699,12.589999999999888,large,19678.169999999824
8112,MOET HENNESSY USA INC,Moet & Chandon Imperial,7865,23.97,750.0,34.99,24088.0,577389.3600000036,834892.0999999922,249582.1600000041,23290.0,2606.530000000066,48347.26,257502.73999998855,30.84263703058048,0.9668714712720028,1.445977632840319,11.056364963503158,0.18775435166244114,23.970000000000148,large,19128.060000000118
12546,JIM BEAM BRANDS COMPANY,Knob Creek Bourbon,1346,22.55,750.0,29.99,25540.0,575926.9999999983,684455.5599999956,350154.71000002173,22144.0,17438.069999999574,123880.97,108528.55999999738,15.85618794593444,0.8670321064996085,1.188441521234458,4.901036849710864,1.141459630534147,22.549999999999933,large,76579.79999999977
7239,REMY COINTREAU USA INC,Cointreau Liqueur,5242,22.05,750.0,29.99,25361.0,559210.0500000012,763368.2999999932,351898.270000022,24770.0,19504.749999999472,16978.669999999995,204158.249999992,26.74439716713332,0.9766965025038444,1.365083299200348,8.242157852240291,0.0831642610572958,22.050000000000047,large,13031.550000000028
7239,REMY COINTREAU USA INC,Remy Martin VSOP Cognac,4722,27.77,750.0,34.99,19910.0,552900.7000000002,665392.6300000006,204514.6699999979,18637.0,14677.689999999886,16978.669999999995,112491.9300000004,16.906097983081104,0.9360622802611752,1.203457745667532,6.035946235982207,0.1509323379908224,27.77000000000001,large,35351.210000000014
4425,MARTIGNETTI COMPANIES,Santa Margherita Pnt Grigio,6967,11.89,750.0,19.99,46257.0,549995.7299999972,923055.2499999884,185950.73999999525,46511.0,5216.3999999998905,144929.24,373059.5199999912,40.41573026099964,1.0054910608124177,1.6782953024016989,8.020887961987297,0.388488249810656,11.889999999999938,large,-3020.0599999999845
8664,"STOLI GROUP,(USA) LLC",Stolichnaya Razberi,3630,19.83,1750.0,24.99,27479.0,544908.5700000024,700960.7799999976,298569.61000001605,27622.0,50751.8100000009,18544.49,156052.2099999952,22.262616461936105,1.0052039739437388,1.2863823742026934,5.649562305408558,0.11883516420562434,19.830000000000087,large,-2835.6900000000123
1128,BROWN-FORMAN CORP,Jack Daniels Tennessee Honey,2760,28.02,1750.0,38.99,19219.0,538516.3799999983,701171.4999999928,345701.20000001683,18250.0,33536.43000000095,68601.68000000001,162655.11999999452,23.197622835496905,0.94958114365992,1.3020430316344231,8.912609315068194,0.421761577502155,28.01999999999991,large,27151.379999999914
3960,DIAGEO NORTH AMERICA INC,Bulleit Bourbon,8178,18.51,750.0,25.99,28421.0,526072.7099999983,724379.9599999922,301943.5600000158,27204.0,21421.639999999417,257032.0700000001,198307.24999999383,27.37613696546713,0.9571795503325006,1.3769578733707637,7.289635715335753,1.2961304743019133,18.50999999999994,large,22526.66999999993
3089,SIDNEY FRANK IMPORTING CO,Jagermeister Liqueur,5445,11.76,750.0,15.99,44330.0,521320.7999999967,661672.6699999991,253884.3400000104,41133.0,32383.340000000484,8549.550000000001,140351.87000000238,21.21167706684977,0.9278817956237312,1.2692236143273072,3.412147667323132,0.06091511285171944,11.759999999999927,large,37596.71999999977
3252,E & J GALLO WINERY,Apothic Winemakers Red Blend,14006,5.44,750.0,9.99,94779.0,515597.759999997,812899.3799999981,143899.92999999548,91600.0,10283.259999999838,61966.91,297301.6200000012,36.5729913584141,0.96645881471634,1.5766154220685578,3.2456508733624587,0.2084311212296783,5.439999999999968,large,17293.7599999999
3664,WILLIAM GRANT & SONS INC,Hendrick's Gin,3238,22.83,750.0,29.99,22352.0,510296.1600000023,632474.5299999963,294114.6400000125,20847.0,16416.79999999969,30234.42000000001,122178.369999994,19.31751623262912,0.9326682176091624,1.2394263950565363,5.860717129562719,0.24746131414260555,22.8300000000001,large,34359.150000000154
12546,JIM BEAM BRANDS COMPANY,Hornitos Reposado Tequila,3980,31.99,1750.0,39.99,15805.0,505601.95000000286,565522.1899999975,323365.62000001466,15381.0,28264.510000000857,123880.97,59920.23999999464,10.595559477514914,0.9731730465042708,1.118512675831243,3.8957310968074017,2.0674311384602446,31.99000000000018,large,13563.760000000077
7245,PROXIMO SPIRITS INC.,Jose Cuervo Especial Silver,3776,18.56,1750.0,25.99,26795.0,497315.19999999576,684036.0399999934,295186.9100000141,25596.0,47031.43000000114,38994.78000000001,186720.83999999764,27.29693014420694,0.9552528456801642,1.3754577378692612,7.294922644163059,0.20883999879178192,18.559999999999842,large,22253.43999999981
3960,DIAGEO NORTH AMERICA INC,Gordons Vodka 80 Proof,3746,8.52,1750.0,12.99,58309.0,496792.6799999982,724360.5500000023,188936.7399999925,57845.0,106278.67999999473,257032.0700000001,227567.87000000407,31.41638097215584,0.9920423948275566,1.4580741205768268,3.934097501944923,1.129474340995482,8.51999999999997,large,3953.2799999999856
17035,PERNOD RICARD USA,Absolut Citron,3728,18.93,1750.0,24.99,25959.0,491403.869999995,658689.7799999956,288436.23000001383,26222.0,48180.15000000123,123780.21999999996,167285.9100000006,25.396767200487265,1.010131360992334,1.3404244862784704,6.379601479673579,0.7399321317617218,18.929999999999808,large,-4978.589999999949
3924,HEAVEN HILL DISTILLERIES,Burnetts Vodka,3243,8.26,1750.0,10.49,57575.0,475569.4999999968,648535.3300000055,182200.22999999125,57067.0,104847.7199999942,14069.869999999995,172965.83000000875,26.67022473548315,0.9911767260095528,1.363702529283333,3.0309255787058853,0.0813447950962296,8.259999999999945,large,4196.079999999972
3089,SIDNEY FRANK IMPORTING CO,Jagermeister Liqueur,5440,25.92,1750.0,34.99,18298.0,474284.15999999904,621256.1799999971,318571.8200000147,18082.0,33226.63000000101,8549.550000000001,146972.0199999981,23.65723267332307,0.988195431194666,1.3098817805764342,8.128084282711985,0.05817127641029981,25.91999999999995,large,5598.719999999988
480,BACARDI USA INC,Bacardi Superior Rum,4245,7.93,750.0,11.99,58816.0,466410.8800000028,643474.8000000017,167950.5699999935,58320.0,45919.42000000169,89286.26999999999,177063.91999999888,27.516838266238,0.9915669205658324,1.3796307667608394,3.0360754458161674,0.5042600999684214,7.930000000000048,large,3933.280000000024
9165,ULTRA BEVERAGE COMPANY LLP,MezzaCorona Pnt Grigio,36378,6.83,1500.0,9.97,68084.0,465013.7200000016,695816.4100000045,155747.369999995,67195.0,15097.469999999588,68054.70000000003,230802.69000000285,33.17005558980728,0.9869426003172552,1.4963352264100984,3.4348194062058615,0.29486094811112984,6.830000000000023,large,6071.870000000021
3664,WILLIAM GRANT & SONS INC,Sailor Jerry Spiced Navy Rum,4198,17.51,1750.0,24.99,25998.0,455224.9799999974,575754.92,288223.9800000142,23008.0,42276.16000000139,30234.42000000001,120529.94000000262,20.934244035639782,0.8849911531656282,1.2647700484274904,5.238610048678835,0.2508457234774974,17.509999999999902,large,52354.89999999971
