brand,purchaseprice,volume,actual_price,total_purchase_quantity,total_purchase_dollars,totalsalesdollars,totalsalesprice,totalsalesquantity,totalexcisetax,freightcost,stockturnover,salestopurchaseratio,profit_per_unit,freight_burden,unitpurchaseprice,unsold_inventory_value,Cluster
-1.2654457710480167,0.0552948164566231,1.222963870576145,0.0417432451681561,11.510686243293495,27.614847611479288,27.143718395533508,13.185161397137216,11.40619811399511,21.17072179199699,0.082743310630794,-0.1574885037698271,-0.1760759826894295,-0.0915407067163235,-0.035535008543283,0.0552948164566239,13.145531773806374,2
-1.097663842052147,0.0173567191944188,1.222963870576145,-0.0294221537859971,13.054969678663076,27.562107391824306,25.62353636484333,10.927523825423046,12.907065564411193,23.906010308944825,1.30858866552704,-0.157820335124697,-0.1837268600353272,-0.1502364150887283,-0.0355307884238612,0.0173567191944184,14.51944192456093,2
-0.737457978834955,-0.0436152228341239,1.222963870576145,-0.0650048532630737,14.958564973586151,24.740635764984667,24.113529136003592,8.891675072161329,15.125047119749128,27.9481031995978,0.9689285489504346,-0.1545768031230225,-0.177253431686978,-0.1577085983115433,-0.0355323067098557,-0.0436152228341251,0.7548128570531518,2
-1.0315398405694285,-0.0691125804096963,1.222963870576145,-0.082796203001612,16.121379935074746,23.59148811442525,23.779510480933624,8.0582441657777,16.219646130735075,29.94305805568521,3.1089964530447296,-0.1553055556225032,-0.1724701771538876,-0.156054686527823,-0.0355275488378757,-0.0691125804096961,3.3514634602553346,2
-1.08684916891245,0.0013438859343974,1.222963870576145,-0.0205264789167279,10.942841543010696,21.85069960337765,22.420462810975444,10.608389432358656,10.893950189248748,20.23729196616716,3.1089964530447296,-0.1568231608281787,-0.1698703803631672,-0.0969315895505638,-0.0355274253508084,0.0013438859343984,8.187509771760384,2
-1.0626706496786988,-0.0494044779358239,-0.1578743596445117,-0.0739005281323428,10.999862241647614,17.77967584699691,17.910130674481877,8.60349313061154,11.390610469851325,8.958245785113341,0.4149445308641321,-0.1510761975331879,-0.1725362275929456,-0.1474232049097232,-0.0355329281005459,-0.0494044779358246,-9.0389040609578,2
-1.1606979369235233,0.1106006790239275,1.222963870576145,0.0684302697759635,5.458590748111852,15.663223262483578,14.628702014931475,12.002866507653303,5.433243806157234,10.286033857813944,0.9689285489504346,-0.1568064197164465,-0.182987159501026,-0.1027383040244803,-0.0355277339736792,0.1106006790239317,5.841508612740311,2
-1.1210698846330625,-0.1088983122788262,1.222963870576145,-0.1272745773479577,12.838942688970064,15.01259802553976,13.65414665592002,5.472898783876476,11.918858410279666,22.10513565048956,3.1089964530447296,-0.1665240017175641,-0.1864573004648039,-0.2128765649033115,-0.0355134853600625,-0.1088983122788259,28.090014462617734,2
-1.0911750381683287,-0.01294448835916,1.222963870576145,-0.0383178286552662,7.173447530546728,13.662378461265044,13.914544791123491,9.754125461094564,7.15316301766273,13.41995048904696,3.1089964530447296,-0.156568937681845,-0.1709245001542821,-0.1116639779603719,-0.0355210850536061,-0.0129444883591587,4.599998334371899,2
-1.254399354912469,-0.0676344727241559,1.222963870576145,-0.0916918778708811,8.56076112838296,12.709210233355169,12.812227742101118,8.197238832438323,8.520587038318773,15.911762495455347,0.9705466266081751,-0.1568435743761171,-0.1723875049010775,-0.1534592009065508,-0.0355286998991227,-0.0676344727241561,4.821283045596244,2
-1.1610069275846575,-0.0660331893981537,-0.1578743596445117,-0.082796203001612,7.285045183593269,10.931782660056246,11.272794781859668,8.381993750428926,7.216338337314269,5.697881365730104,0.9689285489504346,-0.1575057842737084,-0.1690964680527792,-0.1407542494576933,-0.0355280889441879,-0.0660331893981538,5.276590556370793,2
-1.147720329155887,0.0073794923170208,1.222963870576145,-0.0205264789167279,5.145710028876987,10.695787077219483,9.61554001003056,8.520821893740028,4.757449329362565,9.054440499259456,3.1089964530447296,-0.1666725465389255,-0.1878014848667238,-0.1664411741599417,-0.0355021722360405,0.0073794923170247,20.38345942282593,2
