brand,purchaseprice,volume,actual_price,total_purchase_quantity,total_purchase_dollars,totalsalesdollars,totalsalesprice,totalsalesquantity,totalexcisetax,freightcost,stockturnover,salestopurchaseratio,profit_per_unit,freight_burden,unitpurchaseprice,unsold_inventory_value
-1.2654457710480167,0.05529481645662315,1.222963870576145,0.041743245168156105,11.510686243293495,27.614847611479288,27.143718395533508,13.185161397137216,11.40619811399511,21.17072179199699,0.08274331063079401,-0.15748850376982715,-0.17607598268942953,-0.09154070671632351,-0.03553500854328303,0.055294816456623985,13.145531773806374
-1.097663842052147,0.017356719194418817,1.222963870576145,-0.029422153785997125,13.054969678663076,27.562107391824306,25.623536364843332,10.927523825423046,12.907065564411193,23.906010308944822,1.30858866552704,-0.15782033512469704,-0.1837268600353272,-0.1502364150887283,-0.035530788423861245,0.017356719194418422,14.51944192456093
-0.737457978834955,-0.04361522283412394,1.222963870576145,-0.06500485326307373,14.958564973586151,24.740635764984667,24.113529136003592,8.891675072161329,15.125047119749128,27.948103199597796,0.9689285489504346,-0.15457680312302255,-0.17725343168697807,-0.1577085983115433,-0.0355323067098557,-0.04361522283412512,0.7548128570531518
-1.0315398405694285,-0.0691125804096963,1.222963870576145,-0.08279620300161203,16.121379935074746,23.591488114425246,23.779510480933624,8.0582441657777,16.219646130735075,29.94305805568521,3.1089964530447296,-0.15530555562250328,-0.17247017715388765,-0.156054686527823,-0.035527548837875726,-0.06911258040969613,3.3514634602553346
-1.08684916891245,0.0013438859343974884,1.222963870576145,-0.020526478916727976,10.942841543010696,21.850699603377652,22.420462810975444,10.608389432358655,10.893950189248747,20.237291966167156,3.1089964530447296,-0.15682316082817876,-0.16987038036316723,-0.09693158955056382,-0.03552742535080841,0.0013438859343984511,8.187509771760384
-1.0626706496786988,-0.049404477935823934,-0.15787435964451174,-0.07390052813234288,10.999862241647614,17.77967584699691,17.910130674481877,8.60349313061154,11.390610469851323,8.958245785113341,0.4149445308641321,-0.15107619753318796,-0.17253622759294565,-0.14742320490972322,-0.035532928100545993,-0.049404477935824635,-9.038904060957801
-1.1606979369235233,0.11060067902392758,1.222963870576145,0.06843026977596356,5.458590748111852,15.663223262483578,14.628702014931477,12.002866507653305,5.433243806157234,10.286033857813944,0.9689285489504346,-0.15680641971644654,-0.18298715950102604,-0.10273830402448031,-0.035527733973679226,0.11060067902393178,5.841508612740311
-1.1210698846330625,-0.10889831227882622,1.222963870576145,-0.12727457734795777,12.838942688970063,15.012598025539761,13.654146655920021,5.472898783876476,11.918858410279666,22.10513565048956,3.1089964530447296,-0.16652400171756412,-0.1864573004648039,-0.2128765649033115,-0.035513485360062526,-0.10889831227882592,28.090014462617738
-1.0911750381683287,-0.01294448835916,1.222963870576145,-0.03831782865526628,7.173447530546728,13.662378461265043,13.914544791123493,9.754125461094564,7.15316301766273,13.419950489046961,3.1089964530447296,-0.15656893768184502,-0.1709245001542821,-0.11166397796037197,-0.03552108505360614,-0.01294448835915873,4.599998334371899
-1.254399354912469,-0.0676344727241559,1.222963870576145,-0.09169187787088118,8.56076112838296,12.709210233355167,12.812227742101118,8.197238832438323,8.520587038318773,15.911762495455347,0.9705466266081751,-0.1568435743761171,-0.17238750490107752,-0.15345920090655085,-0.03552869989912271,-0.06763447272415612,4.821283045596244
